date,demand,event_type,intensity,demand_lag_1,demand_lag_7,demand_lag_14,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,z_score_7,trend,seasonal,residual,trend_change,shock_strength,shock_cause
2022-01-15,46.80770777495589,none,0.0,45.80503525285688,55.01944971466736,52.15899017360328,50.52653870794958,3.334373743809984,51.97504847693563,3.550438089059614,-1.1153011685919778,50.766371659974496,-0.7581326870242951,-3.2005311979943087,-0.0011546233242114,3.2005311979943087,Normal Variation
2022-01-16,51.7066951946409,none,0.0,46.80770777495589,50.32453132224367,49.8735764939603,50.72399068972062,3.361233427724589,52.10598552698424,3.5004257317890377,0.2923642543878682,50.97160672142925,-0.5476238413746864,1.282712314586334,0.2052350614547577,1.282712314586334,Trend Shift
2022-01-17,50.15218116614972,none,0.0,51.7066951946409,54.62492985791688,53.27178598947047,50.08502659089674,2.887878541827809,51.88315661103276,3.519745036112768,0.0232539472420035,51.42784964585849,-1.0290037025573946,-0.2466647771513734,0.4562429244292332,0.2466647771513734,Trend Shift
2022-01-18,55.70730047804288,none,0.0,50.15218116614972,50.85277215135842,57.02739644090804,50.77853063756595,3.5984475868386143,51.78886404225669,3.386491992506887,1.3696933806967189,52.05721701472058,2.084786262022871,1.5652972012994295,0.6293673688620913,1.5652972012994295,Trend Shift
2022-01-19,51.06411679835528,none,0.0,55.70730047804288,51.09471939099858,50.25270481815145,50.774158838616906,3.5980179856508645,51.84682204084266,3.365054689124797,0.0805882463330492,52.75968643413657,-0.3567314829496013,-1.3388381528316913,0.7024694194159906,1.3388381528316913,Trend Shift
2022-01-20,49.29194825653404,none,0.0,51.06411679835528,54.17607520531679,50.50655705876554,50.07642641736224,3.288629402256893,51.76006426925471,3.417515999275394,-0.2385425856406427,53.3698912235411,-1.5647461424144011,-2.513196824592669,0.6102047894045342,2.513196824592669,Trend Shift
2022-01-21,61.047707945801584,none,0.0,49.29194825653404,45.80503525285688,58.01343720552859,52.2539510877829,4.722701206872269,51.97679789355992,3.905916876076589,1.8620184663011048,53.76217108630962,2.53731256771678,4.7482242917751805,0.3922798627685182,4.7482242917751805,Trend Shift
2022-01-22,54.52490945772983,none,0.0,61.047707945801584,46.80770777495589,55.01944971466736,53.356408471036325,4.099008820406993,51.94147358949295,3.8784225531008514,0.2850691564448697,54.03409555811252,-1.4528351117990967,1.9436490114164044,0.2719244718028974,1.9436490114164044,Trend Shift
2022-01-23,55.93993369437458,none,0.0,54.52490945772983,51.7066951946409,50.32453132224367,53.96115682814112,4.127231608798826,52.34257375893088,3.9871808198950456,0.4794441053453154,54.29408065809418,0.491143800349301,1.1547092359311009,0.2599850999816624,1.1547092359311009,Trend Shift
2022-01-24,50.2114915428103,none,0.0,55.93993369437458,50.15218116614972,54.62492985791688,53.96962973909264,4.118159705152313,52.02732816499469,3.967269809553653,-0.9125770891256249,54.53294936469669,-2.466184100918445,-1.8552737209679435,0.2388687066025099,1.8552737209679435,Trend Shift
2022-01-25,53.97242710604442,none,0.0,50.2114915428103,55.70730047804288,50.85277215135842,53.721790685950005,4.047756065551642,52.25016066175798,3.983800410142377,0.0619198430032513,54.71433739534141,2.256713588121348,-2.998623877418339,0.1813880306447188,2.998623877418339,Trend Shift
2022-01-26,56.831885844783336,none,0.0,53.97242710604442,51.06411679835528,51.09471939099858,54.54575769258258,4.003394080971022,52.65995826559974,4.147517684471497,0.5710474926930634,54.8993777382192,0.4357876763763172,1.4967204301878283,0.1850403428777838,1.4967204301878283,Trend Shift
2022-01-27,52.02117625057204,none,0.0,56.831885844783336,49.29194825653404,54.17607520531679,54.93564740601658,3.5087957324382817,52.50603691168941,4.126858417565643,-0.8306186445966907,55.26016198256283,-2.109031783589503,-1.1299539484012868,0.360784244343634,1.1299539484012868,Trend Shift
